Family,TaxonName,Genus,Species,InfraName1,InfraName2,InfraName3,Cultivar,TradeName,CommonNameAll,Distribution,LifeForm,QRCodeURL,NameID
Amaryllidaceae,Hippeastrum petiolatum,Hippeastrum,petiolatum,,,,,,"Amaryllis , Hippeastrum",Central South America,"Geophyte (bulb, corm or tuber)",taxon-6168.aspx?qr=0,6168
Amaryllidaceae,Hippeastrum puniceum,Hippeastrum,puniceum,,,,,,Hippeastrum,N South America,"Geophyte (bulb, corm or tuber)",taxon-15148.aspx?qr=0,15148
Malpighiaceae,Hiptage benghalensis,Hiptage,benghalensis,,,,,,"Helicopter Flower, Hiptage",Southeast Asia,Shrub/sub-shrub,taxon-14972.aspx?qr=0,14972
Lamiaceae,Holmskioldia sanguinea,Holmskioldia,sanguinea,,,,,,"Cup & Saucer Plant, Chinese Hat Plant",Himalaya,Shrub/sub-shrub,taxon-6179.aspx?qr=0,6179
Polygonaceae,Homalocladium platycladum,Homalocladium,platycladum,,,,,,Centipede Plant,Solomon Islands,Shrub/sub-shrub,taxon-6182.aspx?qr=0,6182
Araceae,Homalomena 'Pewter Dream',Homalomena,,,,,'Pewter Dream',,"Pewter Dream Homalomena, Homalomena",Horticultural Origin,Herbaceous perennial,taxon-16086.aspx?qr=0,16086
Araceae,Homalomena cordata,Homalomena,cordata,,,,,,Homalomena,S Indonesia,Herbaceous perennial,taxon-15158.aspx?qr=0,15158
Araceae,Homalomena lindenii,Homalomena,lindenii,,,,,,Homalomena,New Guinea,Herbaceous perennial,taxon-14366.aspx?qr=0,14366
Araceae,Homalomena lindenii 'Lemon Glow',Homalomena,lindenii,,,,'Lemon Glow',,"Lemon Glow Homalomena, Homalomena",New Guinea,Herbaceous perennial,taxon-15341.aspx?qr=0,15341
Araceae,Homalomena pendula,Homalomena,pendula,,,,,,"Pendant Homalomena, Homalomena",India to Indonesia,Herbaceous perennial,taxon-15157.aspx?qr=0,15157
Asparagaceae,Hosta 'Frances Williams',Hosta,,,,,'Frances Williams',,Frances Williams Hosta,Horticultural Origin,Herbaceous perennial,taxon-6202.aspx?qr=0,6202
Asparagaceae,Hosta 'Halcyon',Hosta,,,,,'Halcyon',,Halcyon Hosta,Horticultural Origin,Herbaceous perennial,taxon-6203.aspx?qr=0,6203
Asparagaceae,Hosta 'Honey Bells',Hosta,,,,,'Honey Bells',,Honey Bells Hosta,Horticultural Origin,,taxon-6204.aspx?qr=0,6204
Asparagaceae,Hosta 'Louisa',Hosta,,,,,'Louisa',,Louisa Plantain Lily,Horticultural Origin,Herbaceous perennial,taxon-6207.aspx?qr=0,6207
Asparagaceae,Hosta 'Pearl Lake',Hosta,,,,,'Pearl Lake',,Pearl Lake Hosta,Horticultural Origin,Herbaceous perennial,taxon-6208.aspx?qr=0,6208
Asparagaceae,Hosta 'Royal Standard',Hosta,,,,,'Royal Standard',,Royal Standard Hosta,Interspecies Hybrid,Herbaceous perennial,taxon-6213.aspx?qr=0,6213
Asparagaceae,Hosta 'Fortunei Hyacinthina',Hosta,,,,,'Fortunei Hyacinthina',,Hyacinthina Hosta,Horticultural Selection,Herbaceous perennial,taxon-15176.aspx?qr=0,15176
Asparagaceae,Hosta 'Liberty',Hosta,,,,,'Liberty',,Liberty Hosta,Horticultural Origin,Herbaceous perennial,taxon-15189.aspx?qr=0,15189
Asparagaceae,Hosta 'Fragrant Blue',Hosta,,,,,'Fragrant Blue',,Fragrant Blue Hosta,Interspecies Hybrid,Herbaceous perennial,taxon-15334.aspx?qr=0,15334
Asparagaceae,Hosta 'Fortunei Albopicta',Hosta,,,,,'Fortunei Albopicta',,Spring-Gold Hosta,Horticultural Origin,Herbaceous perennial,taxon-15449.aspx?qr=0,15449
Asparagaceae,Hosta 'Rusty Bee',Hosta,,,,,'Rusty Bee',,Rusty Bee Hosta,Horticultural Origin,Herbaceous perennial,taxon-15501.aspx?qr=0,15501
Asparagaceae,Hosta 'Sundance',Hosta,,,,,'Sundance',,Sundance Hosta,Horticultural Origin,Herbaceous perennial,taxon-15502.aspx?qr=0,15502
Asparagaceae,Hosta 'Wolverine',Hosta,,,,,'Wolverine',,Wolverine Hosta,Horticultural Origin,Herbaceous perennial,taxon-15503.aspx?qr=0,15503
Asparagaceae,Hosta 'Blue Angel',Hosta,,,,,'Blue Angel',,Blue Angel Hosta,Interspecies Hybrid,Herbaceous perennial,taxon-15519.aspx?qr=0,15519
Asparagaceae,Hosta 'Vim and Vigor',Hosta,,,,,'Vim and Vigor',,Vim and Vigor Hosta,Horticultural Origin,Herbaceous perennial,taxon-15521.aspx?qr=0,15521
Asparagaceae,Hosta 'Camelot',Hosta,,,,,'Camelot',,Camelot Hosta,Horticultural Origin,Herbaceous perennial,taxon-15524.aspx?qr=0,15524
Asparagaceae,Hosta 'Marilyn Monroe',Hosta,,,,,'Marilyn Monroe',,Marilyn Monroe Hosta,Horticultural Origin,Herbaceous perennial,taxon-15560.aspx?qr=0,15560
Asparagaceae,Hosta 'Big Daddy',Hosta,,,,,'Big Daddy',,Big Daddy Hosta,Horticultural Origin,Herbaceous perennial,taxon-15601.aspx?qr=0,15601
Asparagaceae,Hosta 'Sum & Substance',Hosta,,,,,'Sum & Substance',,Sum & Substance Hosta,Horticultural Origin,Herbaceous perennial,taxon-15853.aspx?qr=0,15853
Asparagaceae,Hosta 'White Wall Tire',Hosta,,,,,'White Wall Tire',,White Wall Tire Hosta,Interspecies Hybrid,Herbaceous perennial,taxon-16465.aspx?qr=0,16465
Asparagaceae,Hosta 'Fujibotan',Hosta,,,,,'Fujibotan',,Fujibotan Hosta,Interspecies Hybrid,Herbaceous perennial,taxon-16780.aspx?qr=0,16780
Asparagaceae,Hosta 'Blue Mouse Ears',Hosta,,,,,'Blue Mouse Ears',,Blue Mouse Ears Hosta,Horticultural Origin,Herbaceous perennial,taxon-149762.aspx?qr=0,149765
Asparagaceae,Hosta 'Krossa Regal',Hosta,,,,,'Krossa Regal',,Krossa Regal Hosta,Horticultural Origin,Herbaceous perennial,taxon-13247.aspx?qr=0,13247
Asparagaceae,Hosta 'Jade Cascade',Hosta,,,,,'Jade Cascade',,Jade Cascade Hosta,Horticultural Origin,Herbaceous perennial,taxon-15499.aspx?qr=0,15499
Asparagaceae,Hosta 'Red October',Hosta,,,,,'Red October',,Red October Hosta,Horticultural Origin,Herbaceous perennial,taxon-15500.aspx?qr=0,15500
Asparagaceae,Hosta 'Devon Green',Hosta,,,,,'Devon Green',,Devon Green Hosta,Horticultural Origin,Herbaceous perennial,taxon-15525.aspx?qr=0,15525
Asparagaceae,Hosta 'Invincible',Hosta,,,,,'Invincible',,Invincible Hosta,Horticultural Origin,Herbaceous perennial,taxon-15526.aspx?qr=0,15526
Asparagaceae,Hosta 'Gold Standard',Hosta,,,,,'Gold Standard',,Gold Standard Hosta,Horticultural Origin,Herbaceous perennial,taxon-15561.aspx?qr=0,15561
Asparagaceae,Hosta 'Stirfry',Hosta,,,,,'Stirfry',,Stirfry Hosta,Horticultural Origin,Herbaceous perennial,taxon-15564.aspx?qr=0,15564
Asparagaceae,Hosta 'Holy Mole',Hosta,,,,,'Holy Mole',,Holy Mole Hosta,Horticultural Origin,Herbaceous perennial,taxon-15854.aspx?qr=0,15854
Asparagaceae,Hosta 'Paul's Glory',Hosta,,,,,'Paul's Glory',,Paul's Glory Hosta,Horticultural Origin,Herbaceous perennial,taxon-15855.aspx?qr=0,15855
Asparagaceae,Hosta 'Empress Wu',Hosta,,,,,'Empress Wu',,Empress Wu Hosta,Horticultural Origin,Herbaceous perennial,taxon-17039.aspx?qr=0,17039
Asparagaceae,Hosta 'Guacamole',Hosta,,,,,'Guacamole',,Guacamole Hosta,Horticultural Selection,Herbaceous perennial,taxon-17387.aspx?qr=0,17387
Asparagaceae,Hosta 'Cathedral Windows',Hosta,,,,,'Cathedral Windows',,Cathedral Windows Hosta,Horticultural Selection,Herbaceous perennial,taxon-17388.aspx?qr=0,17388
Asparagaceae,Hosta 'August Moon',Hosta,,,,,'August Moon',,August Moon Hosta,Horticultural Selection,Herbaceous perennial,taxon-17389.aspx?qr=0,17389
Asparagaceae,Hosta capitata,Hosta,capitata,,,,,,Iya Plantain Lily,"Korea, Japan",Herbaceous perennial,taxon-6219.aspx?qr=0,6219
Asparagaceae,Hosta clausa,Hosta,clausa,,,,,,Closed Hosta,Korea,Herbaceous perennial,taxon-15048.aspx?qr=0,15048
Asparagaceae,Hosta clausa var. normalis,Hosta,clausa,normalis,,,,,"Sakuhana Giboshi, Open Variety (Closed Hosta)",Korea,Herbaceous perennial,taxon-15865.aspx?qr=0,15865
Asparagaceae,Hosta decorata,Hosta,decorata,,,,,,Plantain Lily,Japan,Herbaceous perennial,taxon-6222.aspx?qr=0,6222
Asparagaceae,Hosta fluctuans,Hosta,fluctuans,,,,,,Plantain Lily,Japan (Honshu Is.),Herbaceous perennial,taxon-6225.aspx?qr=0,6225
Asparagaceae,Hosta fluctuans 'Sagae',Hosta,fluctuans,,,,'Sagae',,Sagae Hosta,Horticultural Origin,Herbaceous perennial,taxon-15187.aspx?qr=0,15187
Asparagaceae,Hosta fortunei,Hosta,fortunei,,,,,,"Hosta, Fortune's Plantain Lily, Renge-Giboshi",Horticultural Origin,Herbaceous perennial,taxon-6226.aspx?qr=0,6226
Asparagaceae,Hosta hybrid,Hosta,hybrid,,,,,,Hosta,Horticultural Origin,Herbaceous perennial,taxon-6234.aspx?qr=0,6234
Asparagaceae,Hosta hybrid 2,Hosta,hybrid 2,,,,,,Klobuchar Hosta,Horticultural Origin,Herbaceous perennial,taxon-149755.aspx?qr=0,149756
Asparagaceae,Hosta kikutii,Hosta,kikutii,,,,,,Hyuga-Giboshi,Japan,Herbaceous perennial,taxon-6235.aspx?qr=0,6235
Asparagaceae,Hosta kikutii var. polyneuron,Hosta,kikutii,polyneuron,,,,,Sudare Giboshi,Japan,Herbaceous perennial,taxon-6236.aspx?qr=0,6236
Asparagaceae,Hosta lancifolia,Hosta,lancifolia,,,,,,Narrow-leaved Plantain,Horticultural Origin,Herbaceous perennial,taxon-6237.aspx?qr=0,6237
Asparagaceae,Hosta longipes,Hosta,longipes,,,,,,Iwa Giboshi,Japan,Herbaceous perennial,taxon-6238.aspx?qr=0,6238
Asparagaceae,Hosta montana,Hosta,montana,,,,,,"Oba-giboshi, Plantain Lily",Japan,Herbaceous perennial,taxon-6240.aspx?qr=0,6240
Asparagaceae,Hosta nakaiana,Hosta,nakaiana,,,,,,Plantain Lily,Japan,Herbaceous perennial,taxon-6241.aspx?qr=0,6241
Asparagaceae,Hosta plantaginea,Hosta,plantaginea,,,,,,"Fragrant Plantain Lily, August Lily, Tama-no-Kanzashi, Fragrant Lily","China, Japan",Herbaceous perennial,taxon-6242.aspx?qr=0,6242
Asparagaceae,Hosta plantaginea 'Venus',Hosta,plantaginea,,,,'Venus',,Venus Hosta,Horticultural Origin,Herbaceous perennial,taxon-15563.aspx?qr=0,15563
Asparagaceae,Hosta pulchella,Hosta,pulchella,,,,,,"Mountain Peak Hosta, Ubatake Giboshi",Japan,Herbaceous perennial,taxon-13793.aspx?qr=0,13793
Asparagaceae,Hosta rectifolia,Hosta,rectifolia,,,,,,Plantain Lily,Japan,Herbaceous perennial,taxon-6245.aspx?qr=0,6245
Asparagaceae,Hosta sieboldiana,Hosta,sieboldiana,,,,,,Plantain Lily,Japan,Herbaceous perennial,taxon-6246.aspx?qr=0,6246
Asparagaceae,Hosta sieboldii,Hosta,sieboldii,,,,,,Seersucker Plantain Lily,Japan,Herbaceous perennial,taxon-6252.aspx?qr=0,6252
Asparagaceae,Hosta tardiflora,Hosta,tardiflora,,,,,,"Aki Giboshi, Frost Hosta",Japan,Herbaceous perennial,taxon-6257.aspx?qr=0,6257
Asparagaceae,Hosta tibae,Hosta,tibae,,,,,,"Nagasaki Gibōshi, Tibae Hosta",Japan,Herbaceous perennial,taxon-14009.aspx?qr=0,14009
Asparagaceae,Hosta tsushimensis,Hosta,tsushimensis,,,,,,Tsushima Plantain Lily,Japan,Herbaceous perennial,taxon-6261.aspx?qr=0,6261
Asparagaceae,Hosta undulata 'Erromena',Hosta,undulata,,,,'Erromena',,"Grandma's Hosta, Erromena Hosta, Midsummer Plantain Lily",Horticultural Origin,Herbaceous perennial,taxon-6264.aspx?qr=0,6264
Asparagaceae,Hosta ventricosa,Hosta,ventricosa,,,,,,"Blue Plantain Lily, Murasaki Giboshi, Ovate-Leaved Plantain Lily",East Asia,Herbaceous perennial,taxon-6270.aspx?qr=0,6270
Asparagaceae,Hosta venusta,Hosta,venusta,,,,,,Otome Plantain Lily,"Korea, Japan",Herbaceous perennial,taxon-6272.aspx?qr=0,6272
Rubiaceae,Houstonia caerulea,Houstonia,caerulea,,,,,,Bluets,Eastern North America,Herbaceous perennial,taxon-6277.aspx?qr=0,6277
Saururaceae,Houttuynia cordata,Houttuynia,cordata,,,,,,"Fishwort, Chameleon Plant","China, Japan, Himalaya",Herbaceous perennial,taxon-15239.aspx?qr=0,15239
Apocynaceae,Hoya acuta,Hoya,acuta,,,,,,"Wax flower, Hoya",India to NE Australia,Vine/liana,taxon-6286.aspx?qr=0,6286
Apocynaceae,Hoya australis,Hoya,australis,,,,,,"Wax Flower, Wax Vine, Hoya","Australia, New Guinea, Borneo",Vine/liana,taxon-6287.aspx?qr=0,6287
Apocynaceae,Hoya carnosa,Hoya,carnosa,,,,,,"Wax Plant, Hoya","SE China, Japan, Laos",Vine/liana,taxon-6289.aspx?qr=0,6289
Apocynaceae,Hoya carnosa 'Krinkle 8',Hoya,carnosa,,,,'Krinkle 8',,"Krinkle 8 Wax Plant, Hoya","SE China, Japan, Laos",Vine/liana,taxon-14860.aspx?qr=0,14860
Apocynaceae,Hoya cinnamomifolia var. purpureofusca,Hoya,cinnamomifolia,purpureofusca,,,,,"Hoya, Wax Plant, Hoya","Peninsular Malaysia, Indonesia (to Nusa Tenggara)",Vine/liana,taxon-150653.aspx?qr=0,150659
Apocynaceae,Hoya cumingiana,Hoya,cumingiana,,,,,,"Wax Flower, Hoya","Borneo, Java, Philippines",Vine/liana,taxon-6292.aspx?qr=0,6292
Apocynaceae,Hoya curtisii,Hoya,curtisii,,,,,,"Curtis's Wax Flower, Hoya","Thailand to Borneo, Philippines",Vine/liana,taxon-16564.aspx?qr=0,16564
Apocynaceae,Hoya diptera,Hoya,diptera,,,,,,"Porcelain Flower, Hoya","Fiji, Vanuatu",Vine/liana,taxon-6293.aspx?qr=0,6293
Apocynaceae,Hoya diversifolia,Hoya,diversifolia,,,,,,"Hoya, Honey Plant","Myanmar to Malesia, Philippines",Vine/liana,taxon-6294.aspx?qr=0,6294
Apocynaceae,Hoya excavata,Hoya,excavata,,,,,,"Porcelain Flower, Hoya","Sulawesi, Maluku Islands",Vine/liana,taxon-6295.aspx?qr=0,6295
Apocynaceae,Hoya imbricata,Hoya,imbricata,,,,,,Hoya,"Sulawesi, Philippines",Herbaceous perennial,taxon-17139.aspx?qr=0,17139
Apocynaceae,Hoya ischnopus,Hoya,ischnopus,,,,,,"Hoya, Porcelain Flower",New Guinea,Vine/liana,taxon-150549.aspx?qr=0,150555
Apocynaceae,Hoya kerrii,Hoya,kerrii,,,,,,"Sweetheart Hoya, Valentine Hoya, Heart Leaf, Wax Hearts, Hoya","SE Asia, Java",Vine/liana,taxon-6298.aspx?qr=0,6298
Apocynaceae,Hoya linearis,Hoya,linearis,,,,,,Hoya,Nepal to Vietnam,Vine/liana,taxon-6300.aspx?qr=0,6300
Apocynaceae,Hoya longifolia,Hoya,longifolia,,,,,,"Hoya, Wax Vine","W Himalayas to S Central China, Thailand",Vine/liana,taxon-150659.aspx?qr=0,150665
Apocynaceae,Hoya macgillivrayi,Hoya,macgillivrayi,,,,,,"Wax flower, Hoya",Australia (N Queensland),Vine/liana,taxon-6302.aspx?qr=0,6302
Apocynaceae,Hoya macrophylla 'Albo-marginata',Hoya,macrophylla,,,,'Albo-marginata',,Hoya,"Vietnam, Borneo, Indonesia (Java, Nusa Tenggara)",Vine/liana,taxon-150876.aspx?qr=0,150899
Apocynaceae,Hoya meliflua,Hoya,meliflua,,,,,,"Porcelain Flower, Hoya","Borneo, Philippines",Vine/liana,taxon-6303.aspx?qr=0,6303
Apocynaceae,Hoya multiflora,Hoya,multiflora,,,,,,"Shooting Star Hoya, Hoya",Bangladesh to New Guinea,Vine/liana,taxon-6304.aspx?qr=0,6304
Apocynaceae,Hoya nummularia,Hoya,nummularia,,,,,,"Porcelain Flower, Hoya","Bangladesh, Assam, Vietnam",Vine/liana,taxon-6306.aspx?qr=0,6306
Apocynaceae,Hoya obovata,Hoya,obovata,,,,,,"Porcelain Flower, Hoya","Maluku, Sulawesi, Thailand, Vietnam",Vine/liana,taxon-6307.aspx?qr=0,6307
Apocynaceae,Hoya plicata,Hoya,plicata,,,,,,Porcelain Flower,Malayasia,Vine/liana,taxon-6309.aspx?qr=0,6309
Apocynaceae,Hoya retusa,Hoya,retusa,,,,,,Hoya,"W India, E Himalaya",Vine/liana,taxon-150563.aspx?qr=0,150569
Apocynaceae,Huernia keniensis,Huernia,keniensis,,,,,,"Kenyan Dragon Flower, Huernia","Kenya, Tanzania",Cactus/succulent,taxon-14727.aspx?qr=0,14727
Apocynaceae,Huernia saudi-arabica,Huernia,saudi-arabica,,,,,,"Dragon Flower, Huernia",Saudi Arabia,Cactus/succulent,taxon-15922.aspx?qr=0,15922
Apocynaceae,Huernia transvaalensis,Huernia,transvaalensis,,,,,,"Transvaal Dragon Flower, Huernia",N South Africa,Cactus/succulent,taxon-15549.aspx?qr=0,15549
Apocynaceae,Huernia zebrina,Huernia,zebrina,,,,,,"Owl Eyes, Huernia",Namibia to Mozambique,Cactus/succulent,taxon-14312.aspx?qr=0,14312
Cannabaceae,Humulus lupulus 'Aureus',Humulus,lupulus,,,,'Aureus',,Golden Hops,Northern Temperate Regions,Vine/liana,taxon-12833.aspx?qr=0,12833
Lycopodiaceae,Huperzia brassii,Huperzia,brassii,,,,,,New Guinea Little John,New Guinea,Fern or Fern ally,taxon-16796.aspx?qr=0,16796
Lycopodiaceae,Huperzia carinata,Huperzia,carinata,,,,,,Huperzia,Southeast Asia,Fern or Fern ally,taxon-16797.aspx?qr=0,16797
Lycopodiaceae,Huperzia feejeensis,Huperzia,feejeensis,,,,,,Tropical Huperzia,Fiji,Fern or Fern ally,taxon-17140.aspx?qr=0,17140
Lycopodiaceae,Huperzia goebelii,Huperzia,goebelii,,,,,,Blue Lycopodium,"Sumatra, Borneo",Fern or Fern ally,taxon-17261.aspx?qr=0,17261
Lycopodiaceae,Huperzia squarrosa 'Bali Form',Huperzia,squarrosa,,,,'Bali Form',,Bali Form Huperzia,Indomalaysia,Fern or Fern ally,taxon-15673.aspx?qr=0,15673
Lycopodiaceae,Huperzia tetrasticha,Huperzia,tetrasticha,,,,,,Huperzia,"Java, Malaysia",Fern or Fern ally,taxon-15677.aspx?qr=0,15677
Asparagaceae,Hyacinthella leucophaea,Hyacinthella,leucophaea,,,,,,Hyacinthella,Southeastern Europe,"Geophyte (bulb, corm or tuber)",taxon-6323.aspx?qr=0,6323
Asparagaceae,Hyacinthoides hispanica,Hyacinthoides,hispanica,,,,,,"Spanish Bluebell, Spanish Bluebells","SW Europe, N Africa","Geophyte (bulb, corm or tuber)",taxon-3972.aspx?qr=0,3972
Asparagaceae,Hyacinthoides non-scripta,Hyacinthoides,non-scripta,,,,,,"Bluebell, English Bluebell",Western Europe,"Geophyte (bulb, corm or tuber)",taxon-4214.aspx?qr=0,4214
Rubiaceae,Hydnophytum formicarum 'Europa',Hydnophytum,formicarum,,,,'Europa',,Europa Ant Plant,"Hort. Selection (Malaysia, Indonesia)",Shrub/sub-shrub,taxon-17199.aspx?qr=0,17199
Rubiaceae,Hydnophytum formicarum,Hydnophytum,formicarum,,,,,,Ant Plant,"Malaysia, Indonesia",Shrub/sub-shrub,taxon-6331.aspx?qr=0,6331
Rubiaceae,Hydnophytum moseleyanum,Hydnophytum,moseleyanum,,,,,,Hydnophytum,"NE Australia, Papua New Guinea",Herbaceous perennial,taxon-16453.aspx?qr=0,16453
Rubiaceae,Hydnophytum radicans,Hydnophytum,radicans,,,,,,"Hydnophytum, Hydnophytum","Indonesia (Moluccas), New Guinea",Epiphyte,taxon-150670.aspx?qr=0,150676
Hydrangeaceae,Hydrangea arborescens,Hydrangea,arborescens,,,,,,Hills Of Snow,Eastern U.S.,Shrub/sub-shrub,taxon-6334.aspx?qr=0,6334
Hydrangeaceae,Hydrangea arborescens 'Annabelle',Hydrangea,arborescens,,,,'Annabelle',,"Annabelle Hydrangea, Hills of Snow",Eastern U.S.,Shrub/sub-shrub,taxon-6335.aspx?qr=0,6335
Hydrangeaceae,Hydrangea arborescens 'Abetwo' Incrediball ®,Hydrangea,arborescens,,,,'Abetwo',Incrediball ®,Incrediball® Hydrangea,Horticultural Origin,Shrub/sub-shrub,taxon-17205.aspx?qr=0,17205
Hydrangeaceae,Hydrangea macrophylla 'Endless Summer',Hydrangea,macrophylla,,,,'Endless Summer',,Endless Summer Hydrangea,Hort. Selection (Japan),Shrub/sub-shrub,taxon-14987.aspx?qr=0,14987
Hydrangeaceae,Hydrangea macrophylla 'All Summer Beauty',Hydrangea,macrophylla,,,,'All Summer Beauty',,All Summer Beauty Hydrangea,Hort. Selection (Japan),Shrub/sub-shrub,taxon-16222.aspx?qr=0,16222
Hydrangeaceae,Hydrangea paniculata,Hydrangea,paniculata,,,,,,Panicle Hydrangea,"China, Japan",Shrub/sub-shrub,taxon-6342.aspx?qr=0,6342
Hydrangeaceae,Hydrangea paniculata 'Limelight' Limelight,Hydrangea,paniculata,,,,'Limelight',Limelight,Panicle Hydrangea,"China, Japan",Shrub/sub-shrub,taxon-16365.aspx?qr=0,16365
Hydrangeaceae,Hydrangea paniculata 'Grandiflora',Hydrangea,paniculata,,,,'Grandiflora',,Peegee Hydrangea,"China, Japan",Shrub/sub-shrub,taxon-6343.aspx?qr=0,6343
Hydrangeaceae,Hydrangea paniculata 'Pinky Winky',Hydrangea,paniculata,,,,'Pinky Winky',,Pinky Winky Panicle Hydrangea,"Hort. Selection (China, Japan)",Shrub/sub-shrub,taxon-17664.aspx?qr=0,17664
Hydrangeaceae,Hydrangea paniculata 'SMHPLQF' Little Quick Fire ®,Hydrangea,paniculata,,,,'SMHPLQF',Little Quick Fire ®,Little Quick Fire® Hydrangea,"Hort. Selection (China, Japan)",Shrub/sub-shrub,taxon-17666.aspx?qr=0,17666
Hydrangeaceae,Hydrangea petiolaris,Hydrangea,petiolaris,,,,,,Climbing hydrangea,Eastern Asia,Vine/liana,taxon-6345.aspx?qr=0,6345
Hydrangeaceae,Hydrangea quercifolia,Hydrangea,quercifolia,,,,,,Oakleaf Hydrangea,Southeastern U.S.,Shrub/sub-shrub,taxon-6346.aspx?qr=0,6346
Hydrangeaceae,Hydrangea quercifolia 'Snow Queen',Hydrangea,quercifolia,,,,'Snow Queen',,Snow Queen Oakleaf Hydrangea,Hort. Selection (SE U.S.),Shrub/sub-shrub,taxon-17668.aspx?qr=0,17668
Hydrangeaceae,Hydrangea quercifolia 'Sikes Dwarf',Hydrangea,quercifolia,,,,'Sikes Dwarf',,Sikes dwarf oakleaf hydrangea,hort. selection ( s.e. US),Shrub/sub-shrub,taxon-150996.aspx?qr=0,151058
Hydrangeaceae,Hydrangea quercifolia 'Pee Wee',Hydrangea,quercifolia,,,,'Pee Wee',,Pee Wee Oakleaf Hydrangea,Southeastern U.S.,Shrub/sub-shrub,taxon-16185.aspx?qr=0,16185
Hydrangeaceae,Hydrangea serrata,Hydrangea,serrata,,,,,,Mountain Hydrangea,"Korea, Japan",Shrub/sub-shrub,taxon-6348.aspx?qr=0,6348
Hydrangeaceae,Hydrangea serrata 'Beni-Gaku',Hydrangea,serrata,,,,'Beni-Gaku',,Beni-Gaku Hydrangea,"Korea, Japan",Shrub/sub-shrub,taxon-13676.aspx?qr=0,13676
Hydrangeaceae,Hydrangea serrata 'Blue Billow',Hydrangea,serrata,,,,'Blue Billow',,Blue Billow Hydrangea,"Korea, Japan",Shrub/sub-shrub,taxon-13677.aspx?qr=0,13677
Hydrangeaceae,Hydrangea serrata 'Coerulea Lace',Hydrangea,serrata,,,,'Coerulea Lace',,Blue Lace Hydrangea,"Korea, Japan",Shrub/sub-shrub,taxon-13678.aspx?qr=0,13678
Hydrangeaceae,Hydrangea serrata 'MAKD' Tiny Tuff Stuff ™,Hydrangea,serrata,,,,'MAKD',Tiny Tuff Stuff ™,Tiny Tuff Stuff Mtn. Hydrangea,"Korea, Japan",Shrub/sub-shrub,taxon-17236.aspx?qr=0,17236
Ranunculaceae,Hydrastis canadensis,Hydrastis,canadensis,,,,,,"Golden Seal, Yellow Root, Turmeric Root, Orange Root, Yellow-puccoon",Northeastern U.S.,Herbaceous perennial,taxon-6353.aspx?qr=0,6353
Alismataceae,Hydrocleys nymphoides,Hydrocleys,nymphoides,,,,,,"Water Poppy, Hydrocleys",NE and Central South America,Herbaceous perennial,taxon-6354.aspx?qr=0,6354
Boraginaceae,Hydrophyllum virginianum,Hydrophyllum,virginianum,,,,,,Virginia Waterleaf,Eastern North America,Herbaceous perennial,taxon-6358.aspx?qr=0,6358
Crassulaceae,Hylotelephium 'Vera Jameson',Hylotelephium,,,,,'Vera Jameson',,Vera Jameson Sedum,Interspecies Hybrid,Herbaceous perennial,taxon-15433.aspx?qr=0,15433
Crassulaceae,Hylotelephium caucasicum,Hylotelephium,caucasicum,,,,,,"Caucasus Sedum, Stonecrop",Europe to E Siberia,Herbaceous perennial,taxon-13876.aspx?qr=0,13876
Crassulaceae,Hylotelephium cauticola,Hylotelephium,cauticola,,,,,,Sedum,Japan,Herbaceous perennial,taxon-13872.aspx?qr=0,13872
Crassulaceae,Hylotelephium pluricaule,Hylotelephium,pluricaule,,,,,,Many-stemmed Sedum,Siberia,Herbaceous perennial,taxon-13877.aspx?qr=0,13877
Crassulaceae,Hylotelephium sieboldii,Hylotelephium,sieboldii,,,,,,"October Daphne, Japanese stonecrop",Japan,Herbaceous perennial,taxon-13879.aspx?qr=0,13879
Crassulaceae,Hylotelephium spectabile 'Autumn Joy',Hylotelephium,spectabile,,,,'Autumn Joy',,"Autumn Joy Sedum, Live-Forever, Showy Stonecrop Sedum, Stonecrop",Interspecies Hybrid,Herbaceous perennial,taxon-6362.aspx?qr=0,6362
Crassulaceae,Hylotelephium spectabile 'Neon',Hylotelephium,spectabile,,,,'Neon',,Neon Sedum,"Hort. Selection (China, Korea)",Herbaceous perennial,taxon-15883.aspx?qr=0,15883
Crassulaceae,Hylotelephium spectabile 'Meteor',Hylotelephium,spectabile,,,,'Meteor',,"Meteor Sedum, Showy Sedum","China, Korea",Herbaceous perennial,taxon-6365.aspx?qr=0,6365
Crassulaceae,Hylotelephium spectabile 'Brilliant',Hylotelephium,spectabile,,,,'Brilliant',,"Brilliant Sedum, Showy Sedum","China, Korea",Herbaceous perennial,taxon-13880.aspx?qr=0,13880
Fabaceae,Hymenaea courbaril,Hymenaea,courbaril,,,,,,West Indian Locust,New World Tropics,Tree,taxon-6366.aspx?qr=0,6366
Amaryllidaceae,Hymenocallis 'Sulphur Queen',Hymenocallis,,,,,'Sulphur Queen',,"Sulphur Queen Spider Lily, Hymenocallis",Horticultural Origin,,taxon-6369.aspx?qr=0,6369
Amaryllidaceae,Hymenocallis × festalis,Hymenocallis,× festalis,,,,,,Spider Lily,Interspecies Hybrid,"Geophyte (bulb, corm or tuber)",taxon-6370.aspx?qr=0,6370
Amaryllidaceae,Hymenocallis littoralis,Hymenocallis,littoralis,,,,,,"Spider Lily, Hymenocallis","Mexico to NW South America, SE Brazil","Geophyte (bulb, corm or tuber)",taxon-6372.aspx?qr=0,6372
